uid,号码,商户名称,比对结果,entName,regOrg,address,province,city,county,areaCode,entStatus,区号,一致否
26820,05398886509,润福乐沙发厂,无法匹配,,,,,,,,,,
26821,05398905001,临沂悦豹焊割,无法匹配,,,,,,,,,,
26822,05398975523,启航幼儿园,无法匹配,,,,,,,,,,
26823,05398988565,临沂市卓诗尼女鞋专卖店,无法匹配,,,,,,,,,,
26824,05399320258,恒兴矿业,无法匹配,,,,,,,,,,
26825,05399731654,诚信水电厨卫,无法匹配,,,,,,,,,,
26826,05431346346,山东荣昌育种股份有限公司,精确一致,山东荣昌育种股份有限公司,滨州市工商行政管理局,无棣良种畜禽繁育场,山东,滨州市,无棣县,371600,在营（开业）,0543,一致
26827,05431895437*8552,速丰物流,无法匹配,,,,,,,,,,
26828,05432110400,滨州爱意餐饮有限公司,不一致,滨州爱意餐饮有限公司,滨州市滨城区工商行政管理局,滨州市黄河三路新悦国际3号,山东,滨州市,滨城区,371600,在营（开业）,0543,一致
26829,05432121331,博兴县曹王镇万家福超市,无法匹配,博兴县曹王镇万家福超市,滨州市博兴县工商行政管理局,曹王镇纬中路148号,山东,滨州市,博兴县,,在营（开业）,0543,一致
26830,05432157345,无棣县鑫洁养殖服务有限公司,模糊一致,无棣县鑫洁养殖服务有限公司,滨州市无棣县市场监督管理局,无棣县经济开发区星湖二路五号,山东,滨州市,无棣县,371600,在营（开业）,0543,一致
26831,05432157577,无棣紫金林商贸有限公司,精确一致,,,,,,,,,,
26832,05432158828,好莱客衣柜,精确一致,,,,,,,,,,
26833,05432213222,山东鸿日新能源汽车有限公司,模糊一致,山东鸿日新能源汽车有限公司,滨州经济技术开发区市场监督管理局,山东省滨州市开发区中海西路718号,山东,滨州市,,371600,在营（开业）,0543,一致
26834,05432214530,滨化热点,无法匹配,,,,,,,,,,
26835,05432220456,山东致诚至赢酒水有限公司,不一致,,,,,,,,,,
26836,05432222201,禄中润物流有限公司,精确一致,,,,,,,,,,
26837,05432264881,滨州市卢旺达电磁灶生产基地,模糊一致,,,,,,,,,,
26838,05432266225,博兴县豪杰厨房设备,无法匹配,,,,,,,,,,
26839,05432266564,冰雪尔制冷,无法匹配,,,,,,,,,,
26840,05432292018,山东滨州博远重工,无法匹配,,,,,,,,,,
26841,05432297071,山东超越地源热泵有限公司,精确一致,,,,,,,,,,
26842,05432314329,科瑞新材料,无法匹配,,,,,,,,,,
26843,05432884148,山东凯瑞得厨房设备有限公司,精确一致,,,,,,,,,,
26844,05432911183,唐盛新型材料有限公司,精确一致,,,,,,,,,,
26845,05433265558,滨州市迅雷商贸有限公司,精确一致,滨州市迅雷商贸有限公司,滨州市滨城区工商行政管理局,山东省滨州市滨城区市中办事处渤海七路渤海国际广场D区2层D2-A88号,山东,滨州市,滨城区,371600,在营（开业）,0543,一致
26846,05433288680,滨州盟威戴卡轮毂有限公司,模糊一致,滨州盟威戴卡轮毂有限公司,滨州市工商行政管理局,滨州市滨城区渤海二十四路568号,山东,滨州市,滨城区,371600,在营（开业）,0543,一致
26847,05433330119,济南金盾工程公司滨州分公司,精确一致,,,,,,,,,,
26848,05433332888,山东滨州帅丰集成灶,模糊一致,,,,,,,,,,
26849,05433350837,瑞峰新型建材有限公司,精确一致,,,,,,,,,,
26850,05433363272,多微矿化水厂,模糊一致,,,,,,,,,,
26851,05433428903,新根电动车商城,精确一致,,,,,,,,,,
26852,05433551995,滨州市创度智能科技有限公司,精确一致,滨州市创度智能科技有限公司,滨州市滨城区工商行政管理局,山东省滨州市渤海七路506号,山东,滨州市,滨城区,371600,在营（开业）,0543,一致
26853,05433633560,炜浩厨业,无法匹配,,,,,,,,,,
26854,05434573285,汇贸新材料科技有限公司,精确一致,,,,,,,,,,
26855,05434786418,孙镇新高收粮点,无法匹配,,,,,,,,,,
26856,05435028392,泰义金属科技有限公司,不一致,,,,,,,,,,
26857,05435089971,滨州职业学院航海学院,无法匹配,,,,,,,,,,
26858,05435168148,奥斯龙明士克复合纤维有限公司,精确一致,,,,,,,,,,
26859,05435232518,棘林王窑厂,无法匹配,,,,,,,,,,
26860,05435322777,惠民远众汽车销售公司,精确一致,,,,,,,,,,
26861,05435370315,鑫缘装饰,无法匹配,,,,,,,,,,
26862,05436235962,水宜经营部,无法匹配,,,,,,,,,,
26863,05436428137,无限极工作室,无法匹配,,,,,,,,,,
26864,05436586088,山东创新炭材料有限公司,精确一致,山东创新炭材料有限公司,滨州北海经济开发区市场监督管理局,山东省滨州北海经济开发区张东公路东侧,山东,滨州市,沾化区,371600,在营（开业）,0543,一致
26865,05436652353,首嘉高端全屋定制,无法匹配,,,,,,,,,,
26866,05436825140,创新精密股份有限公司,精确一致,,,,,,,,,,
26867,05436898415,馨怡沙发,无法匹配,,,,,,,,,,
26868,05436981801,山东创新集团,精确一致,,,,,,,,,,
26869,05436981992,创新精密科技有限公司,模糊一致,,,,,,,,,,
26870,05438182664,李庄镇舒阳家纺店,无法匹配,,,,,,,,,,
26871,05438186664,万中广场美食城,无法匹配,,,,,,,,,,
26872,05438188431,利星行汽车销售服务有限公司,精确一致,,,,,,,,,,
26873,05438189352,常泰路桥,无法匹配,,,,,,,,,,
26874,05438195963,京阳科技股份有限公司,精确一致,,,,,,,,,,
26875,05438203565,滨州渤海活塞表面处理车间,无法匹配,,,,,,,,,,
26876,05438381857,阳信县金阳街道福多多百货部,无法匹配,,,,,,,,,,
26877,05462560036,香禾米线,模糊一致,,,,,,,,,,
26878,05462669358,山东坤宝化工股份有限公司,精确一致,山东坤宝化工股份有限公司,东营市工商行政管理局,山东省东营市垦利区经济开发区石新路17号,山东,东营市,垦利区,370500,在营（开业）,0546,一致
26879,05463576212,大王福利密封件厂,无法匹配,,,,,,,,,,
26880,05463690169,锐视觉摄影工作室,无法匹配,,,,,,,,,,
26881,05465752183,胜华能源,无法匹配,,,,,,,,,,
26882,05465895223,陆宇司通服务有限公司,精确一致,,,,,,,,,,
26883,05466069269,福鑫投资公司,模糊一致,,,,,,,,,,
26884,05466546596,山东海泰广告有限公司,精确一致,,,,,,,,,,
26885,05466911455,金宇轮胎厂,无法匹配,,,,,,,,,,
26886,05466985172,金宇实业,无法匹配,,,,,,,,,,
26887,05467508980,山东京诚国际贸易有限公司,精确一致,山东京诚国际贸易有限公司,东营市东营区市场监督管理局,山东省东营市东营区西二路黄河三角洲建材仓储园,山东,东营市,东营区,370500,在营（开业）,0546,一致
26888,05467557366,昌顺精铸设备有限责任公司,不一致,,,,,,,,,,
26889,05467576908,欧医美采购店,无法匹配,,,,,,,,,,
26890,05467582223,河口区森福蕴餐饮有限公司,精确一致,,,,,,,,,,
26891,05467583773,山东恒辉水泥制品公司财务部,精确一致,,,,,,,,,,
26892,05467653228,永聚商贸有限公司,不一致,,,,,,,,,,
26893,05467713688,戴瑞客新材料有限公司,不一致,,,,,,,,,,
26894,05467715995,占霞批发销售,模糊一致,,,,,,,,,,
26895,05467757066,高佳新能源,不一致,,,,,,,,,,
26896,05467766952,小牛普惠,无法匹配,,,,,,,,,,
26897,05467773689,嘉童文化,不一致,,,,,,,,,,
26898,05467778111,利丰汽车销售有限公司,模糊一致,,,,,,,,,,
26899,05467878556,君盛建筑公司,精确一致,,,,,,,,,,
26900,05468015273,随达信科技有限公司,精确一致,,,,,,,,,,
26901,05468251361,小贝壳海鲜坊,无法匹配,,,,,,,,,,
26902,05468772818,东印图文设计制作有限公司,模糊一致,,,,,,,,,,
26903,05469588762,艺达广告,无法匹配,,,,,,,,,,
26904,05502209487,巴黎港婚礼私人订制会馆,无法匹配,,,,,,,,,,
26905,05502317325,俊昌机械有限公司,精确一致,,,,,,,,,,
26906,05502385700,天长市超威电子有限公司,精确一致,天长市超威电子有限公司,天长市市场监督管理局,安徽省天长市秦栏镇新华社区顾庄组,安徽,滁州市,天长市,341181,在营（开业）,0550,一致
26907,05503054588,明月软装经营部,无法匹配,,,,,,,,,,
26908,05503210073,金翔集团,不一致,,,,,,,,,,
26909,05503306190,方舟装饰有限公司,精确一致,,,,,,,,,,
26910,05503518885,安徽盛德新能源研究院有限公司,精确一致,,,,,,,,,,
26911,05503785900,淮南牛肉汤,无法匹配,,,,,,,,,,
26912,05503836225,滁州市鼎华商贸有限公司,精确一致,,,,,,,,,,
26913,05503899985,诺远普惠咨询有限公司,精确一致,诺远普惠咨询有限公司,北京市工商行政管理局朝阳分局,北京市朝阳区向军北里28号院1号楼8层802室内823号,北京,北京市,朝阳区,110105,在营（开业）,0550,不一致
26914,05503970787,滁州市明煌电子科技有限公司,模糊一致,,,,,,,,,,
26915,05503990030,滁州三人行网络科技有限公司,不一致,,,,,,,,,,
26916,05504260515,新城装饰,无法匹配,,,,,,,,,,
26917,05504404049,安徽阳城化工,不一致,,,,,,,,,,
26918,05504644690,黑马咖啡,无法匹配,,,,,,,,,,
26919,05505031999,酒店,精确一致,,,,,,,,,,
26920,05505611446,来安永阳农资有限公司,模糊一致,,,,,,,,,,
26921,05506256548,安徽汉田渔业公司,精确一致,,,,,,,,,,
26922,05506502777,凤阳富利通汽车用品有限公司,精确一致,凤阳富利通汽车用品有限公司,凤阳县市场监督管理局,安徽省滁州市凤阳县府城镇南环路南侧,安徽,滁州市,凤阳县,341126,在营（开业）,0550,一致
26923,05506721440,安徽汽运集团凤阳分公司,模糊一致,,,,,,,,,,
26924,05506728865,世又数码产,无法匹配,,,,,,,,,,
26925,05506811180,上海宇飞来星河科技,无法匹配,,,,,,,,,,
26926,05506828655,安徽冉鑫投资管理有限公司,精确一致,安徽冉鑫投资管理有限公司,合肥市包河区市场监督管理局,合肥市包河区马鞍山南路200和地广场1005室,安徽,合肥市,包河区,340111,在营（开业）,0550,不一致
26927,05507029397,鑫金涛国际养生馆,不一致,,,,,,,,,,
26928,05507037414,非同凡响,无法匹配,,,,,,,,,,
26929,05507321684,强强实业有限公司,精确一致,,,,,,,,,,
26930,05507623531,天长市大洁王干洗用品,无法匹配,,,,,,,,,,
26931,05507714422,创远线缆设备有限公司,精确一致,,,,,,,,,,
26932,05508061037,南京恒大,不一致,,,,,,,,,,
26933,05508067730*0,中天建设,无法匹配,,,,,,,,,,
26934,05508623522,紫薇,无法匹配,紫薇,卡若工商行政管理局,县贸易公司,西藏,昌都市,卡若区,,注销,0550,不一致
26935,055105516497,,无效号码,,,,,,,,,,
26936,055105538729,中国体育彩票店,无法匹配,,,,,,,,,,
26937,055113013088*1301308,服装展销,精确一致,服装展销,江孜县工商行政管理局,江孜县英雄北路旅游局商品房,西藏,日喀则市,江孜县,,注销,,
26938,055113956093,中国平安,无法匹配,,,,,,,,,,
26939,055115955143,赵户加工厂,无法匹配,,,,,,,,,,
26940,055115956930,乐意商贸,无法匹配,,,,,,,,,,
26941,055155163821,安徽国兆信息科技有限公司,精确一致,安徽国兆信息科技集团有限公司,合肥市蜀山区市场监督管理局,合肥市政务区绿地蓝海国际大厦A座1007室,安徽,合肥市,蜀山区,340100,注销,0551,一致
26942,055160133077,安徽东迪电器有限公司,精确一致,,,,,,,,,,
26943,055161418888,德勤中国,无法匹配,,,,,,,,,,
26944,055162104717,中国铁路上海局集团有限公司,精确一致,中国铁路上海局集团有限公司,上海市工商行政管理局,上海市静安区天目东路80号,上海,上海市,静安区,310106,在营（开业）,0551,不一致
26945,055162110021,六合敬,无法匹配,,,,,,,,,,
26946,055162115111,安徽威尔威,模糊一致,,,,,,,,,,
26947,055162131343,中国铁路集团公司合肥供电段,精确一致,,,,,,,,,,
26948,055162357069,合肥仁聚机械有限公司,精确一致,合肥仁聚机械有限公司,合肥市经济开发区市场监督管理局,安徽省合肥市经济技术开发区方兴大道409号,安徽,合肥市,,340100,在营（开业）,0551,一致
26949,055162458324,酷儿一族,无法匹配,,,,,,,,,,
26950,055162578398,合肥卓信信息有限公司,精确一致,,,,,,,,,,
26951,055162590910,安徽朵朵教育咨询有限公司,精确一致,,,,,,,,,,
26952,055162641090,尚赫国际,不一致,,,,,,,,,,
26953,055162644262,监控产品店,不一致,,,,,,,,,,
26954,055162727000,业之峰装饰,不一致,业之峰装饰,拉萨市工商行政管理局柳梧新区分局,拉萨市柳梧新区天知珑悦小区7-1-3号,西藏,拉萨市,,,在营（开业）,0551,不一致
26955,055162761977,安徽元冠教育科技有限公司,精确一致,安徽元冠教育科技有限公司,合肥市蜀山区市场监督管理局,合肥市蜀山区望江西路万科金色名郡A座3001室,安徽,合肥市,蜀山区,340103,在营（开业）,0551,一致
26956,055162767662,格里格国际钢琴学校,不一致,,,,,,,,,,
26957,055162777907,合肥市兴华苑小学,精确一致,,,,,,,,,,
26958,055162801852,汽配城,无法匹配,,,,,,,,,,
26959,055162821918,方林装饰集团合肥分公司,精确一致,,,,,,,,,,
26960,055162866799,俏厨娘东北菜,无法匹配,,,,,,,,,,
26961,055162902730,合工大水资源中心,无法匹配,,,,,,,,,,
26962,055162913136,广东鸿联九五,不一致,,,,,,,,,,
26963,055162921659,合肥星斗科技有限公司,精确一致,,,,,,,,,,
26964,055163360616,中皖辉达房产销售有限公司,精确一致,,,,,,,,,,
26965,055163362331,安徽省心蕊商贸有限公司,精确一致,,,,,,,,,,
26966,055163439821,九龙珠儿童用品商店,无法匹配,,,,,,,,,,
26967,055163528642,合肥秋晨轩商贸有限公司,精确一致,合肥秋晨轩商贸有限公司,肥东县市场监督管理局,合肥市肥东县包公镇老国土所办公楼203室,安徽,合肥市,肥东县,340111,在营（开业）,0551,一致
26968,055163621983,南国机电科技发展有限公司,不一致,,,,,,,,,,
26969,055163781999,蓝爵宫餐饮娱乐有限公司,精确一致,,,,,,,,,,
26970,055164208368,合肥元隆商贸有限公司,精确一致,合肥元隆商贸有限公司,合肥市瑶海区市场监督管理局,安徽省合肥市瑶海区临泉路以北香格里拉花园国际中心办1218、办1219,安徽,合肥市,瑶海区,340100,在营（开业）,0551,一致
26971,055164213282,上海中信股份有限公司,精确一致,,,,,,,,,,
26972,055164239700,安徽省英滋特商贸有限公司,精确一致,安徽省英滋特商贸有限公司,合肥市瑶海区市场监督管理局,安徽省合肥市瑶海区张洼路铁路1号恢复楼104室,安徽,合肥市,瑶海区,340102,在营（开业）,0551,一致
26973,055164257854,京东方,无法匹配,,,,,,,,,,
26974,055164363016,合肥市振泽建筑有限公司,精确一致,,,,,,,,,,
26975,055164372068,徐州康平运输有限公司,精确一致,徐州康平运输有限公司,沛县市场监督管理局,沛县杨屯镇农贸市场北侧,江苏,徐州市,沛县,320322,在营（开业）,0551,不一致
26976,055164420688,合肥盈玛建筑材料有限公司,精确一致,合肥盈玛建筑材料有限公司,合肥市瑶海区市场监督管理局,合肥市瑶海区明光路与胜利路交口恒大广场20幢住宅1106室,安徽,合肥市,瑶海区,,在营（开业）,0551,一致
26977,055164695271,伟翔环境治理有限责任公司,精确一致,,,,,,,,,,
26978,055164699925,合肥悦义商贸有限公司,不一致,合肥悦义商贸有限公司,合肥市瑶海区市场监督管理局,安徽省合肥市瑶海区隆岗新村13幢506室,安徽,合肥市,瑶海区,340102,在营（开业）,0551,一致
26979,055164846427,合肥市海谊机械有限责任公司,精确一致,合肥市海谊机械有限责任公司,合肥市包河区市场监督管理局,安徽省合肥市包河区义兴镇卫乡村新港路卫乡物流产业园A1-7厂房,安徽,合肥市,包河区,340111,在营（开业）,0551,一致
26980,055165120875,锦旺科技有限公司,精确一致,,,,,,,,,,
26981,055165139959,杨记饭庄,无法匹配,杨记饭庄,永善县市场监督管理局,南正街,云南,昭通市,永善县,,迁出,0551,不一致
26982,055165145796,安徽神厨配方技术有限公司,模糊一致,,,,,,,,,,
26983,055165218616,安徽易天下汽车贸易有限公司,精确一致,安徽易天下汽车贸易有限公司,合肥市包河区市场监督管理局,安徽省合肥市包河区马鞍山南路绿地赢海大厦B座2401,安徽,合肥市,包河区,,在营（开业）,0551,一致
26984,055165252213,明海精品车行,不一致,,,,,,,,,,
26985,055165310600,百丽商贸有限公司,不一致,,,,,,,,,,
26986,055165355350,肥西县日晨建筑劳务有限公司,精确一致,,,,,,,,,,
26987,055165355887,明杰汽车租赁服务有限公司,精确一致,,,,,,,,,,
26988,055165380551,LAMOON婚纱,模糊一致,,,,,,,,,,
26989,055165381102,留得滑小酒馆,不一致,,,,,,,,,,
26990,055165421888,林丰木业,不一致,,,,,,,,,,
26991,055165423555,华发制品有限公司,精确一致,,,,,,,,,,
26992,055165450308,合肥一诺服饰设计,精确一致,,,,,,,,,,
26993,055165480604,安徽丰汇装饰工程有限公司,精确一致,安徽丰汇装饰工程有限公司,合肥市包河区市场监督管理局,合肥市包河区九华山路99号九华山庄综合楼2413室,安徽,合肥市,包河区,340100,在营（开业）,0551,一致
26994,055165522517,合肥大家物流有限公司,精确一致,,,,,,,,,,
26995,055165522870,辉晗园林建设有限公司,不一致,,,,,,,,,,
26996,055165546698,安徽中墅房地产经纪有限公司,精确一致,安徽中墅房地产经纪有限公司,合肥市蜀山区市场监督管理局,合肥市蜀山区合作化路、休宁路东南角安粮城市广场B区商业、办公楼及地下室办1107室,安徽,合肥市,蜀山区,340100,在营（开业）,0551,一致
26997,055165551058,尚品宅配,无法匹配,尚品宅配,洪湖市工商行政管理局城东工商所,闽洪建材市场,湖北,荆州市,洪湖市,,在营（开业）,0551,不一致
26998,055165553597,功夫卷饼,不一致,,,,,,,,,,
26999,055165579644,薯一家烤薯,不一致,,,,,,,,,,
27000,055165590913,安徽新海妇产医院,精确一致,,,,,,,,,,
27001,055165667657,合肥无邪日式甜品店,精确一致,,,,,,,,,,
27002,055165683449,合肥健华餐饮集团,精确一致,,,,,,,,,,
27003,055165712131,中机五建,无法匹配,,,,,,,,,,
27004,055165796579*816,东方策略,无法匹配,,,,,,,,,,
27005,055165842091,迪科数金科技有限公司,不一致,,,,,,,,,,
27006,055165842260,警钟特种器材有限公司,精确一致,,,,,,,,,,
27007,055165987705,欧泉国际,无法匹配,,,,,,,,,,
27008,055166118837,五矿矿业控股有限公司,精确一致,五矿矿业控股有限公司,北京市工商行政管理局,北京市海淀区三里河路5号1幢1层133室,北京,北京市,海淀区,110108,在营（开业）,0551,不一致
27009,055166195150,合肥维音信息技术有限公司,精确一致,合肥维音信息技术有限公司,合肥市高新开发区市场监督管理局,合肥市高新区黄山路626号1幢322室,安徽,合肥市,,340100,在营（开业）,0551,一致
27010,055166196991*1,安徽子墨投资发展有限公司,精确一致,安徽子墨投资发展有限公司,合肥市蜀山区市场监督管理局,"合肥市蜀山区凤凰城·家家景园一期综合4幢104,204室",安徽,合肥市,蜀山区,340100,在营（开业）,0551,一致
27011,055166696546,美家乐农资,无法匹配,,,,,,,,,,
27012,055166709520,安微米思源广告设计有限公司,精确一致,,,,,,,,,,
27013,055166733998,合肥五谷丰登木制品有限公司,精确一致,合肥五谷丰登木制品有限公司,合肥市蜀山区市场监督管理局,合肥市蜀山区潜山路209号华邦光明世家美家居C区386室,安徽,合肥市,蜀山区,340104,在营（开业）,0551,一致
27014,055166770026,通普运输有限公司,精确一致,,,,,,,,,,
27015,055166935553,中国电信,无法匹配,,,,,,,,,,
27016,055167025193,合肥市一五机械劳务公司,精确一致,,,,,,,,,,
27017,055167109646,晓俞教育管理有限公司,精确一致,,,,,,,,,,
27018,055167109880,中国联通,精确一致,中国联通,华容县食品药品工商质量监督管理局,湖南省岳阳市华容县团洲乡墟场,湖南,岳阳市,华容县,,在营（开业）,0551,不一致
27019,055167114349,宝时捷汽配,无法匹配,,,,,,,,,,
27020,055167175994,皖国装饰公司,精确一致,,,,,,,,,,
27021,055167183768,中设展览,无法匹配,,,,,,,,,,
27022,055167331954,安徽软赢网络科技公司技术,精确一致,,,,,,,,,,
27023,055167364136,二林橱柜石材,无法匹配,,,,,,,,,,
27024,055167365721,风云批发部,模糊一致,,,,,,,,,,
27025,055167577583,合肥年华米业,模糊一致,,,,,,,,,,
27026,055167674723,华仔批发部,无法匹配,,,,,,,,,,
27027,055167708217,骏腾汽修,精确一致,,,,,,,,,,
27028,055167723342,肥东佳琪便利店,无法匹配,肥东佳琪便利店,肥东县牌坊市场监督管理所,肥东县店埠镇桂王路贵王小区32号（08）,安徽,合肥市,肥东县,,在营（开业）,0551,一致
27029,055167740736,南京永道工程咨询有限公司,精确一致,南京永道工程咨询有限公司,南京市玄武区市场监督管理局,南京市玄武区沙塘园7号1807室,江苏,南京市,玄武区,320102,在营（开业）,0551,不一致
27030,055167752123,肥东县逸涛商贸有限公司,精确一致,肥东县逸涛商贸有限公司,肥东县市场监督管理局,肥东县店埠镇定光村上王组,安徽,合肥市,肥东县,340122,在营（开业）,0551,一致
27031,055167893378,合肥联星汽车贸易有限公司,精确一致,合肥联星汽车贸易有限公司,合肥市包河区市场监督管理局,合肥市包河区大连路北518号南翔汽车城A区13号116楼下,安徽,合肥市,包河区,340111,在营（开业）,0551,一致
27032,055168100183,安徽黄浦网络科技有限公司,模糊一致,,,,,,,,,,
27033,055168103799,芯瑞达,模糊一致,,,,,,,,,,
27034,055168175997,雅淘商务科技有限公司,精确一致,,,,,,,,,,
27035,055168179789,安徽乾信商务信息咨询,无法匹配,,,,,,,,,,
27036,055168187562,合肥乐思贤教育培训有限公司,精确一致,合肥乐思贤教育培训有限公司,合肥市庐阳区市场监督管理局,合肥市庐阳区濉溪路278号财富广场二期A栋商业101、201,安徽,合肥市,庐阳区,340100,在营（开业）,0551,一致
27037,055168199844,中国平安大摩分公司,精确一致,,,,,,,,,,
27038,055168201179,肥西山南二宝酒楼,不一致,,,,,,,,,,
27039,055168324180,醉亭轩,无法匹配,,,,,,,,,,
27040,055168713074,肥西东方羽绒厂,无法匹配,,,,,,,,,,
27041,055168753719,望月古装秀,无法匹配,,,,,,,,,,
27042,055168894533,宝源五金,无法匹配,,,,,,,,,,
27043,055168898955,安徽清渏商贸,无法匹配,,,,,,,,,,
27044,055168899623,安徽龙先商贸有限公司,精确一致,,,,,,,,,,
27045,055168996055,安徽萨拉尔自动化科技有限公司,模糊一致,安徽萨拉尔自动化科技有限公司,合肥市经济开发区市场监督管理局,安徽省合肥市经济技术开发区芙蓉路北芙蓉路3#-C厂房北,安徽,合肥市,,340111,在营（开业）,0551,一致
27046,055168996686,吉星房产,无法匹配,,,,,,,,,,
27047,055169109669,合肥市百年明牌家居有限公司,精确一致,,,,,,,,,,
27048,055169555018,味佳餐饮,精确一致,,,,,,,,,,
27049,055182323258,诚信门窗,无法匹配,诚信门窗,广安市广安区工商行政管理局,广安市广安区渠江北路35号门市,四川,广安市,广安区,,在营（开业）,0551,不一致
27050,055182339863,安徽古一生物,无法匹配,,,,,,,,,,
27051,055182357757,巢湖市金洋渔具有限公司,精确一致,巢湖市金洋渔具有限公司,巢湖市市场监督管理局,巢湖市健康东路南侧东方新世界21幢1118,安徽,合肥市,巢湖市,340181,在营（开业）,0551,一致
27052,055182561196,华震建筑有限公司,精确一致,,,,,,,,,,
27053,055185220332,远亚商贸有限公司,精确一致,,,,,,,,,,
27054,055185653699,蓝天建设集团,无法匹配,,,,,,,,,,
27055,055186646539,阿杰烧鸡公,无法匹配,,,,,,,,,,
27056,055186754849,国晨光能源有限公司,精确一致,,,,,,,,,,
27057,055187320502,庐江高速公路管理公司泥河站,精确一致,,,,,,,,,,
27058,055187365972,庐江中合农产品市场有限公司,精确一致,庐江中合农产品市场有限公司,庐江县市场监督管理局,安徽省合肥市庐江县庐城镇城东大道与经四路交叉口（县广电中心四楼）,安徽,合肥市,庐江县,340124,在营（开业）,0551,一致
27059,055187582822,爱玛电动车,无法匹配,爱玛电动车,太仆寺旗工商行政管理局,内蒙古自治区锡林郭勒盟建南街,内蒙古,锡林郭勒盟,太仆寺旗,,在营（开业）,0551,不一致
27060,055187659884,南宝有限公司,精确一致,,,,,,,,,,
27061,055188511916,合肥市咏卫音响设备厂,无法匹配,,,,,,,,,,
27062,055188790024,中国电信有限公司巢湖分公司,精确一致,,,,,,,,,,
27063,055189810777,鸣凰国际大酒店,精确一致,,,,,,,,,,
27064,055192472880,兴华苑工作室,无法匹配,,,,,,,,,,
27065,05522117373,蚌埠贝壳家居设计有限公司,精确一致,,,,,,,,,,
27066,05522347568,友记,无法匹配,,,,,,,,,,
27067,05522897777,魅力金座,模糊一致,魅力金座,比如县工商行政管理局,比如县色空路粮食局商品房,西藏,那曲市,比如县,,在营（开业）,0552,不一致
27068,05523020707,蚌埠轩瑞运输有限公司,精确一致,蚌埠轩瑞运输有限公司,蚌埠市工商行政和质量技术监督管理局,安徽省蚌埠市淮上区淮上大道3333号E区物流仓储3街9号,安徽,蚌埠市,淮上区,340300,在营（开业）,0552,一致
27069,05523026920,宏业公司,精确一致,,,,,,,,,,
27070,05523033228,千里香土菜馆,不一致,,,,,,,,,,
27071,05523323666,贝尔国际幼儿园,精确一致,,,,,,,,,,
27072,05523965562,安徽省大富重工技术有限公司,模糊一致,安徽省大富重工技术有限公司,蚌埠市高新区市场监督管理局,安徽省蚌埠市东海大道6525号,安徽,蚌埠市,,340300,在营（开业）,0552,一致
27073,05524026111,公交终点站物供公司,不一致,,,,,,,,,,
27074,05524071586,嘉茗针织品商行,精确一致,,,,,,,,,,
27075,05524072330,蚌埠能源集团有限公司,精确一致,蚌埠能源集团有限公司,蚌埠市工商行政和质量技术监督管理局,安徽省蚌埠市长征路220号,安徽,蚌埠市,,340300,在营（开业）,0552,一致
27076,05524086607,瑞杰门窗有限公司,不一致,,,,,,,,,,
27077,05524114764,喜福楼,不一致,,,,,,,,,,
27078,05524120001,安徽志成,无法匹配,,,,,,,,,,
27079,05525050281,五河县三江广告传媒有限公司,模糊一致,五河县三江广告传媒有限公司,五河县市场监督管理局,五河县城南工业园区兴县路百合公馆2栋1204号,安徽,蚌埠市,五河县,340322,在营（开业）,0552,一致
27080,05525088888*1,熊津蕊痕化妆品,无法匹配,,,,,,,,,,
27081,05525602330,新生群化妆品,无法匹配,,,,,,,,,,
27082,05525772149,家庭农场,无法匹配,家庭农场,资兴市食品药品工商质量监督管理局,湖南省郴州市资兴市兴宁镇何家山村起洞组,湖南,郴州市,资兴市,,在营（开业）,0552,不一致
27083,05525899096,浍南镇红太子家私,无法匹配,,,,,,,,,,
27084,05526015236,新世纪能原有限公司,精确一致,,,,,,,,,,
27085,05526052151,金色摇篮,无法匹配,金色摇篮,南阳市城乡一体化示范区分局筹建办白河工商所,南阳市长江路成发书香苑楼下,河南,南阳市,,,注销,0552,不一致
27086,05526057111,蚌埠固镇通利运输公司,精确一致,,,,,,,,,,
27087,05526100552,聚香楼,无法匹配,聚香楼,汪家寨分局,贵州省六盘水市钟山区汪家寨镇汪矿东山,贵州,六盘水市,钟山区,,在营（开业）,0552,不一致
27088,05527101777,盛腾家装工厂店,无法匹配,,,,,,,,,,
27089,05527105005,蚌埠小微科技,模糊一致,,,,,,,,,,
27090,05527118550,古城芳草地幼儿园,无法匹配,,,,,,,,,,
27091,05527126092,欣宇人造市场,不一致,,,,,,,,,,
27092,05527150704,五龙石材经营部,无法匹配,,,,,,,,,,
27093,05527179018,联信滤清器配件厂,不一致,,,,,,,,,,
27094,05527181305,怀远县包集镇伟亮百货店,无法匹配,怀远县包集镇伟亮百货店,蚌埠市怀远县包集市场监督管理所,怀远县包集镇花生市场内,安徽,蚌埠市,怀远县,,在营（开业）,0552,一致
27095,05528054052,育才幼儿园,精确一致,,,,,,,,,,
27096,05528213658,怀远县包集润泽客运站,无法匹配,怀远县包集润泽客运站,怀远县市场监督管理局,安徽省蚌埠市怀远县包集镇包集街,安徽,蚌埠市,怀远县,340321,在营（开业）,0552,一致
27097,05528219455,康婷瑞倪维儿,无法匹配,康婷瑞倪维儿,金平苗族瑶族傣族自治县市场监督管理局,云南省红河州金平县勐拉镇勐拉街,云南,红河州,金平县,,在营（开业）,0552,不一致
27098,05528313284,伟达运输有限公司,模糊一致,,,,,,,,,,
